stage,legacy_barcode,real_barcode,lot_no,issue_barcode,receive_date,crate_index,piece_count,net_weight,note
holo,RHO-OP-103-C001,RHO-082-C001,OP-103,IHO-082,2026-01-08,1,59,17.152,""
holo,RHO-OP-122-C001,RHO-064-C001,OP-122,IHO-064,2026-01-06,1,60,16.520,""
holo,RHO-OP-123-C001,RHO-065-C001,OP-123,IHO-065,2026-01-06,1,59,16.852,""
holo,RHO-OP-124-C001,RHO-066-C001,OP-124,IHO-066,2026-01-06,1,60,17.090,""
holo,RHO-OP-125-C001,RHO-067-C001,OP-125,IHO-067,2026-01-06,1,60,26.690,""
holo,RHO-OP-126-C001,RHO-068-C001,OP-126,IHO-068,2026-01-06,1,59,24.755,""
holo,RHO-OP-127-C001,RHO-069-C001,OP-127,IHO-069,2026-01-06,1,59,24.465,""
holo,RHO-OP-128-C001,RHO-070-C001,OP-128,IHO-070,2026-01-06,1,59,23.625,""
holo,RHO-OP-129-C001,RHO-071-C001,OP-129,IHO-071,2026-01-06,1,60,17.130,""
holo,RHO-OP-130-C001,RHO-072-C001,OP-130,IHO-072,2026-01-06,1,60,17.600,""
holo,RHO-OP-131-C001,RHO-073-C001,OP-131,IHO-073,2026-01-06,1,59,17.582,""
holo,RHO-OP-132-C001,RHO-074-C001,OP-132,IHO-074,2026-01-06,1,59,16.262,""
holo,RHO-OP-134-C001,RHO-111-C001,OP-134,IHO-111,2026-01-07,1,60,17.210,""
holo,RHO-OP-135-C001,RHO-112-C001,OP-135,IHO-112,2026-01-07,1,60,17.260,""
holo,RHO-OP-136-C001,RHO-113-C001,OP-136,IHO-113,2026-01-07,1,60,17.480,""
holo,RHO-OP-137-C001,RHO-114-C001,OP-137,IHO-114,2026-01-07,1,59,16.822,""
holo,RHO-OP-137-C002,RHO-114-C002,OP-137,IHO-114,2026-01-07,2,50,14.210,""
holo,RHO-OP-138-C001,RHO-115-C001,OP-138,IHO-115,2026-01-07,1,60,16.270,""
holo,RHO-OP-139-C001,RHO-116-C001,OP-139,IHO-116,2026-01-07,1,60,13.520,""
holo,RHO-OP-140-C001,RHO-117-C001,OP-140,IHO-117,2026-01-06,1,60,8.120,""
holo,RHO-OP-141-C001,RHO-118-C001,OP-141,IHO-118,2026-01-06,1,60,17.870,""
holo,RHO-OP-141-C002,RHO-118-C002,OP-141,IHO-118,2026-01-06,2,60,17.870,""
holo,RHO-OP-142-C001,RHO-119-C001,OP-142,IHO-119,2026-01-06,1,60,17.300,""
holo,RHO-OP-143-C001,RHO-121-C001,OP-143,IHO-121,2026-01-06,1,60,16.840,""
holo,RHO-OP-144-C001,RHO-122-C001,OP-144,IHO-122,2026-01-06,1,60,18.340,""
holo,RHO-OP-145-C001,RHO-123-C001,OP-145,IHO-123,2026-01-06,1,60,16.340,""
holo,RHO-OP-146-C001,RHO-124-C001,OP-146,IHO-124,2026-01-06,1,60,17.750,""
holo,RHO-OP-147-C001,RHO-125-C001,OP-147,IHO-125,2026-01-06,1,60,15.560,""
holo,RHO-OP-148-C001,RHO-126-C001,OP-148,IHO-126,2026-01-06,1,60,9.620,""
holo,RHO-OP-149-C001,RHO-127-C001,OP-149,IHO-127,2026-01-06,1,60,19.220,""
holo,RHO-OP-150-C001,RHO-128-C001,OP-150,IHO-128,2026-01-06,1,60,16.510,""
holo,RHO-OP-151-C001,RHO-129-C001,OP-151,IHO-129,2026-01-06,1,60,17.340,""
holo,RHO-OP-151-C002,RHO-129-C002,OP-151,IHO-129,2026-01-06,2,50,14.320,""
holo,RHO-OP-152-C001,RHO-130-C001,OP-152,IHO-130,2026-01-06,1,59,17.442,""
holo,RHO-OP-153-C001,RHO-131-C001,OP-153,IHO-131,2026-01-06,1,60,17.860,""
holo,RHO-OP-154-C001,RHO-132-C001,OP-154,IHO-132,2026-01-06,1,60,17.300,""
holo,RHO-OP-155-C001,RHO-133-C001,OP-155,IHO-133,2026-01-06,1,59,23.605,""
holo,RHO-OP-155-C002,RHO-133-C002,OP-155,IHO-133,2026-01-06,2,60,22.370,""
holo,RHO-OP-156-C001,RHO-134-C001,OP-156,IHO-134,2026-01-06,1,60,24.790,""
holo,RHO-OP-157-C001,RHO-135-C001,OP-157,IHO-135,2026-01-06,1,50,23.350,""
holo,RHO-OP-158-C001,RHO-136-C001,OP-158,IHO-136,2026-01-06,1,60,25.750,""
holo,RHO-OP-159-C001,RHO-137-C001,OP-159,IHO-137,2026-01-06,1,60,24.450,""
holo,RHO-OP-160-C001,RHO-173-C001,OP-160,IHO-173,2026-01-07,1,60,22.670,""
holo,RHO-OP-162-C001,RHO-176-C001,OP-162,IHO-176,2026-01-07,1,59,16.362,""
holo,RHO-OP-163-C001,RHO-177-C001,OP-163,IHO-177,2026-01-07,1,60,17.490,""
holo,RHO-OP-164-C001,RHO-178-C001,OP-164,IHO-178,2026-01-07,1,60,15.200,""
holo,RHO-OP-164-C002,RHO-178-C002,OP-164,IHO-178,2026-01-07,2,50,13.640,""
holo,RHO-OP-165-C001,RHO-179-C001,OP-165,IHO-179,2026-01-07,1,50,14.510,""
holo,RHO-OP-165-C002,RHO-179-C002,OP-165,IHO-179,2026-01-07,2,60,17.430,""
holo,RHO-OP-166-C001,RHO-180-C001,OP-166,IHO-180,2026-01-07,1,50,11.660,""
holo,RHO-OP-167-C001,RHO-181-C001,OP-167,IHO-181,2026-01-07,1,60,9.750,""
holo,RHO-OP-168-C001,RHO-182-C001,OP-168,IHO-182,2026-01-07,1,60,11.210,""
holo,RHO-OP-169-C001,RHO-183-C001,OP-169,IHO-183,2026-01-07,1,59,22.555,""
holo,RHO-OP-170-C001,RHO-184-C001,OP-170,IHO-184,2026-01-07,1,60,17.670,""
holo,RHO-OP-171-C001,RHO-185-C001,OP-171,IHO-185,2026-01-07,1,60,10.980,""
holo,RHO-OP-172-C001,RHO-186-C001,OP-172,IHO-186,2026-01-07,1,60,17.330,""
holo,RHO-OP-173-C001,RHO-187-C001,OP-173,IHO-187,2026-01-07,1,59,21.565,""
holo,RHO-OP-174-C001,RHO-188-C001,OP-174,IHO-188,2026-01-08,1,60,18.500,""
holo,RHO-OP-175-C001,RHO-189-C001,OP-175,IHO-189,2026-01-08,1,59,18.142,""
holo,RHO-OP-176-C001,RHO-190-C001,OP-176,IHO-190,2026-01-08,1,60,21.360,""
holo,RHO-OP-177-C001,RHO-191-C001,OP-177,IHO-191,2026-01-08,1,60,16.060,""
holo,RHO-OP-178-C001,RHO-192-C001,OP-178,IHO-192,2026-01-08,1,60,16.500,""
holo,RHO-OP-179-C001,RHO-193-C001,OP-179,IHO-193,2026-01-08,1,60,15.890,""
holo,RHO-OP-180-C001,RHO-194-C001,OP-180,IHO-194,2026-01-08,1,60,18.210,""
holo,RHO-OP-181-C001,RHO-195-C001,OP-181,IHO-195,2026-01-07,1,60,10.590,""
holo,RHO-OP-182-C001,RHO-196-C001,OP-182,IHO-196,2026-01-07,1,60,17.500,""
holo,RHO-OP-183-C001,RHO-197-C001,OP-183,IHO-197,2026-01-08,1,59,24.745,""
holo,RHO-OP-184-C001,RHO-198-C001,OP-184,IHO-198,2026-01-08,1,60,15.520,""
holo,RHO-OP-185-C001,RHO-199-C001,OP-185,IHO-199,2026-01-08,1,30,1.540,""
holo,RHO-OP-186-C001,RHO-200-C001,OP-186,IHO-200,2026-01-08,1,50,21.470,""
holo,RHO-OP-187-C001,RHO-201-C001,OP-187,IHO-201,2026-01-08,1,50,12.240,""
holo,RHO-OP-188-C001,RHO-202-C001,OP-188,IHO-202,2026-01-08,1,60,18.610,""
holo,RHO-OP-189-C001,RHO-203-C001,OP-189,IHO-203,2026-01-08,1,64,24.402,""
holo,RHO-OP-190-C001,RHO-204-C001,OP-190,IHO-204,2026-01-08,1,59,24.905,""
holo,RHO-OP-191-C001,RHO-205-C001,OP-191,IHO-205,2026-01-08,1,60,20.570,""
holo,RHO-OP-192-C001,RHO-206-C001,OP-192,IHO-206,2026-01-08,1,20,5.930,""
holo,RHO-OP-193-C001,RHO-207-C001,OP-193,IHO-207,2026-01-08,1,60,17.660,""
holo,RHO-OP-194-C001,RHO-208-C001,OP-194,IHO-208,2026-01-08,1,50,21.300,""
holo,RHO-OP-195-C001,RHO-209-C001,OP-195,IHO-209,2026-01-08,1,48,21.550,""
holo,RHO-OP-196-C001,RHO-210-C001,OP-196,IHO-210,2026-01-08,1,50,22.240,""
holo,RHO-OP-197-C001,RHO-211-C001,OP-197,IHO-211,2026-01-08,1,50,8.580,""
holo,RHO-OP-683-C001,RHO-697-C001,OP-683,IHO-697,25/11/2025,1,24,6.204,""
holo,RHO-OP-683-C002,RHO-697-C002,OP-683,IHO-697,25/11/2025,2,36,12.136,""
holo,RHO-OP-683-C003,RHO-697-C003,OP-683,IHO-697,25/11/2025,3,33,11.748,""
holo,RHO-OP-683-C004,RHO-697-C004,OP-683,IHO-697,25/11/2025,4,33,11.528,""
holo,RHO-OP-683-C005,RHO-697-C005,OP-683,IHO-697,25/11/2025,5,52,12.082,""
holo,RHO-OP-683-C006,RHO-697-C006,OP-683,IHO-697,25/11/2025,6,36,12.356,""
holo,RHO-OP-684-C001,RHO-698-C001,OP-684,IHO-698,20/12/2025,1,6,0.316,""
holo,RHO-OP-685-C001,RHO-699-C001,OP-685,IHO-699,25/07/2025,1,59,16.182,""
holo,RHO-OP-685-C002,RHO-699-C002,OP-685,IHO-699,25/07/2025,2,60,14.330,""
holo,RHO-OP-685-C003,RHO-699-C003,OP-685,IHO-699,25/07/2025,3,60,15.700,""
holo,RHO-OP-685-C004,RHO-699-C004,OP-685,IHO-699,25/07/2025,4,59,16.422,""
holo,RHO-OP-685-C005,RHO-699-C005,OP-685,IHO-699,25/07/2025,5,60,17.340,""
holo,RHO-OP-685-C006,RHO-699-C006,OP-685,IHO-699,25/07/2025,6,60,17.550,""
holo,RHO-OP-685-C007,RHO-699-C007,OP-685,IHO-699,25/07/2025,7,60,17.630,""
holo,RHO-OP-685-C008,RHO-699-C008,OP-685,IHO-699,25/07/2025,8,60,16.830,""
holo,RHO-OP-685-C009,RHO-699-C009,OP-685,IHO-699,25/07/2025,9,60,16.960,""
holo,RHO-OP-685-C010,RHO-699-C010,OP-685,IHO-699,25/07/2025,10,60,17.530,""
holo,RHO-OP-686-C001,RHO-700-C001,OP-686,IHO-700,19/09/2025,1,60,12.860,""
holo,RHO-OP-687-C001,RHO-701-C001,OP-687,IHO-701,11/10/2025,1,59,12.532,""
holo,RHO-OP-687-C002,RHO-701-C002,OP-687,IHO-701,11/10/2025,2,59,12.862,""
holo,RHO-OP-687-C003,RHO-701-C003,OP-687,IHO-701,11/10/2025,3,18,3.624,""
holo,RHO-OP-688-C001,RHO-702-C001,OP-688,IHO-702,01/11/2025,1,59,18.502,""
holo,RHO-OP-688-C002,RHO-702-C002,OP-688,IHO-702,01/11/2025,2,59,18.692,""
holo,RHO-OP-688-C003,RHO-702-C003,OP-688,IHO-702,01/11/2025,3,50,14.900,""
holo,RHO-OP-688-C004,RHO-702-C004,OP-688,IHO-702,01/11/2025,4,39,10.612,""
holo,RHO-OP-688-C005,RHO-702-C005,OP-688,IHO-702,01/11/2025,5,59,16.912,""
holo,RHO-OP-688-C006,RHO-702-C006,OP-688,IHO-702,01/11/2025,6,60,17.880,""
holo,RHO-OP-688-C007,RHO-702-C007,OP-688,IHO-702,01/11/2025,7,50,13.710,""
holo,RHO-OP-689-C001,RHO-703-C001,OP-689,IHO-703,23/11/2025,1,60,19.220,""
holo,RHO-OP-689-C002,RHO-703-C002,OP-689,IHO-703,23/11/2025,2,48,15.550,""
holo,RHO-OP-689-C003,RHO-703-C003,OP-689,IHO-703,23/11/2025,3,59,18.442,""
holo,RHO-OP-689-C004,RHO-703-C004,OP-689,IHO-703,23/11/2025,4,60,19.660,""
holo,RHO-OP-689-C005,RHO-703-C005,OP-689,IHO-703,23/11/2025,5,60,20.590,""
holo,RHO-OP-690-C001,RHO-704-C001,OP-690,IHO-704,04/12/2025,1,60,17.660,""
holo,RHO-OP-690-C002,RHO-704-C002,OP-690,IHO-704,04/12/2025,2,12,2.590,""
holo,RHO-OP-690-C003,RHO-704-C003,OP-690,IHO-704,04/12/2025,3,48,12.430,""
holo,RHO-OP-690-C004,RHO-704-C004,OP-690,IHO-704,04/12/2025,4,12,3.390,""
holo,RHO-OP-690-C005,RHO-704-C005,OP-690,IHO-704,04/12/2025,5,48,13.410,""
holo,RHO-OP-691-C001,RHO-705-C001,OP-691,IHO-705,16/12/2025,1,12,4.320,""
holo,RHO-OP-691-C002,RHO-705-C002,OP-691,IHO-705,16/12/2025,2,48,16.760,""
holo,RHO-OP-691-C003,RHO-705-C003,OP-691,IHO-705,16/12/2025,3,12,4.210,""
holo,RHO-OP-691-C004,RHO-705-C004,OP-691,IHO-705,16/12/2025,4,12,4.120,""
holo,RHO-OP-692-C001,RHO-706-C001,OP-692,IHO-706,18/12/2025,1,60,19.650,""
holo,RHO-OP-692-C002,RHO-706-C002,OP-692,IHO-706,18/12/2025,2,12,3.990,""
holo,RHO-OP-692-C003,RHO-706-C003,OP-692,IHO-706,18/12/2025,3,48,16.820,""
holo,RHO-OP-692-C004,RHO-706-C004,OP-692,IHO-706,18/12/2025,4,60,21.380,""
holo,RHO-OP-692-C005,RHO-706-C005,OP-692,IHO-706,18/12/2025,5,60,21.020,""
holo,RHO-OP-692-C006,RHO-706-C006,OP-692,IHO-706,18/12/2025,6,12,4.150,""
holo,RHO-OP-692-C007,RHO-706-C007,OP-692,IHO-706,18/12/2025,7,48,16.300,""
holo,RHO-OP-692-C008,RHO-706-C008,OP-692,IHO-706,18/12/2025,8,60,20.760,""
holo,RHO-OP-692-C009,RHO-706-C009,OP-692,IHO-706,18/12/2025,9,12,3.870,""
holo,RHO-OP-692-C010,RHO-706-C010,OP-692,IHO-706,18/12/2025,10,48,15.540,""
holo,RHO-OP-692-C011,RHO-706-C011,OP-692,IHO-706,18/12/2025,11,60,20.370,""
holo,RHO-OP-692-C012,RHO-706-C012,OP-692,IHO-706,18/12/2025,12,60,19.270,""
holo,RHO-OP-693-C001,RHO-707-C001,OP-693,IHO-707,22/12/2025,1,48,15.440,""
holo,RHO-OP-693-C002,RHO-707-C002,OP-693,IHO-707,22/12/2025,2,12,3.830,""
holo,RHO-OP-693-C003,RHO-707-C003,OP-693,IHO-707,22/12/2025,3,48,15.460,""
holo,RHO-OP-693-C004,RHO-707-C004,OP-693,IHO-707,22/12/2025,4,12,3.340,""
holo,RHO-OP-693-C005,RHO-707-C005,OP-693,IHO-707,22/12/2025,5,12,3.090,""
holo,RHO-OP-693-C006,RHO-707-C006,OP-693,IHO-707,22/12/2025,6,12,3.970,""
holo,RHO-OP-693-C007,RHO-707-C007,OP-693,IHO-707,22/12/2025,7,12,3.730,""
holo,RHO-OP-693-C008,RHO-707-C008,OP-693,IHO-707,22/12/2025,8,48,15.110,""
holo,RHO-OP-694-C001,RHO-708-C001,OP-694,IHO-708,09/07/2025,1,50,15.610,""
holo,RHO-OP-695-C001,RHO-709-C001,OP-695,IHO-709,25/07/2025,1,50,15.050,""
holo,RHO-OP-696-C001,RHO-710-C001,OP-696,IHO-710,13/03/2023,1,7,2.205,""
holo,RHO-OP-697-C001,RHO-711-C001,OP-697,IHO-711,11/08/2025,1,59,16.202,""
holo,RHO-OP-697-C002,RHO-711-C002,OP-697,IHO-711,11/08/2025,2,60,17.280,""
holo,RHO-OP-697-C003,RHO-711-C003,OP-697,IHO-711,11/08/2025,3,60,18.410,""
holo,RHO-OP-697-C004,RHO-711-C004,OP-697,IHO-711,11/08/2025,4,60,18.210,""
holo,RHO-OP-697-C005,RHO-711-C005,OP-697,IHO-711,11/08/2025,5,60,18.640,""
holo,RHO-OP-697-C006,RHO-711-C006,OP-697,IHO-711,11/08/2025,6,60,18.210,""
holo,RHO-OP-697-C007,RHO-711-C007,OP-697,IHO-711,11/08/2025,7,60,18.430,""
holo,RHO-OP-697-C008,RHO-711-C008,OP-697,IHO-711,11/08/2025,8,60,17.220,""
holo,RHO-OP-697-C009,RHO-711-C009,OP-697,IHO-711,11/08/2025,9,59,18.112,""
holo,RHO-OP-697-C010,RHO-711-C010,OP-697,IHO-711,11/08/2025,10,59,17.972,""
holo,RHO-OP-697-C011,RHO-711-C011,OP-697,IHO-711,11/08/2025,11,60,18.360,""
holo,RHO-OP-697-C012,RHO-711-C012,OP-697,IHO-711,11/08/2025,12,60,17.920,""
holo,RHO-OP-697-C013,RHO-711-C013,OP-697,IHO-711,11/08/2025,13,50,15.080,""
holo,RHO-OP-697-C014,RHO-711-C014,OP-697,IHO-711,11/08/2025,14,50,14.730,""
holo,RHO-OP-697-C015,RHO-711-C015,OP-697,IHO-711,11/08/2025,15,60,18.240,""
holo,RHO-OP-697-C016,RHO-711-C016,OP-697,IHO-711,11/08/2025,16,60,17.240,""
holo,RHO-OP-697-C017,RHO-711-C017,OP-697,IHO-711,11/08/2025,17,60,18.360,""
holo,RHO-OP-697-C018,RHO-711-C018,OP-697,IHO-711,11/08/2025,18,60,18.200,""
holo,RHO-OP-697-C019,RHO-711-C019,OP-697,IHO-711,11/08/2025,19,60,18.160,""
holo,RHO-OP-697-C020,RHO-711-C020,OP-697,IHO-711,11/08/2025,20,59,17.472,""
holo,RHO-OP-697-C021,RHO-711-C021,OP-697,IHO-711,11/08/2025,21,50,15.080,""
holo,RHO-OP-697-C022,RHO-711-C022,OP-697,IHO-711,11/08/2025,22,60,18.430,""
holo,RHO-OP-697-C023,RHO-711-C023,OP-697,IHO-711,11/08/2025,23,50,14.330,""
holo,RHO-OP-697-C024,RHO-711-C024,OP-697,IHO-711,11/08/2025,24,50,14.300,""
holo,RHO-OP-697-C025,RHO-711-C025,OP-697,IHO-711,11/08/2025,25,60,20.160,""
holo,RHO-OP-697-C026,RHO-711-C026,OP-697,IHO-711,11/08/2025,26,60,19.790,""
holo,RHO-OP-697-C027,RHO-711-C027,OP-697,IHO-711,11/08/2025,27,59,19.842,""
holo,RHO-OP-697-C028,RHO-711-C028,OP-697,IHO-711,11/08/2025,28,60,11.740,""
holo,RHO-OP-697-C029,RHO-711-C029,OP-697,IHO-711,11/08/2025,29,60,18.370,""
holo,RHO-OP-697-C030,RHO-711-C030,OP-697,IHO-711,11/08/2025,30,60,18.570,""
holo,RHO-OP-697-C031,RHO-711-C031,OP-697,IHO-711,11/08/2025,31,60,19.120,""
holo,RHO-OP-697-C032,RHO-711-C032,OP-697,IHO-711,11/08/2025,32,60,12.210,""
holo,RHO-OP-697-C033,RHO-711-C033,OP-697,IHO-711,11/08/2025,33,60,18.720,""
holo,RHO-OP-697-C034,RHO-711-C034,OP-697,IHO-711,11/08/2025,34,59,11.992,""
holo,RHO-OP-697-C035,RHO-711-C035,OP-697,IHO-711,11/08/2025,35,60,18.170,""
holo,RHO-OP-697-C036,RHO-711-C036,OP-697,IHO-711,11/08/2025,36,60,11.910,""
holo,RHO-OP-697-C037,RHO-711-C037,OP-697,IHO-711,11/08/2025,37,50,15.060,""
holo,RHO-OP-697-C038,RHO-711-C038,OP-697,IHO-711,11/08/2025,38,60,19.400,""
holo,RHO-OP-697-C039,RHO-711-C039,OP-697,IHO-711,11/08/2025,39,60,17.600,""
holo,RHO-OP-697-C040,RHO-711-C040,OP-697,IHO-711,11/08/2025,40,58,14.940,""
holo,RHO-OP-697-C041,RHO-711-C041,OP-697,IHO-711,11/08/2025,41,58,16.724,""
holo,RHO-OP-697-C042,RHO-711-C042,OP-697,IHO-711,11/08/2025,42,60,17.700,""
holo,RHO-OP-697-C043,RHO-711-C043,OP-697,IHO-711,11/08/2025,43,50,14.850,""
holo,RHO-OP-697-C044,RHO-711-C044,OP-697,IHO-711,11/08/2025,44,50,15.020,""
holo,RHO-OP-697-C045,RHO-711-C045,OP-697,IHO-711,11/08/2025,45,60,18.410,""
holo,RHO-OP-697-C046,RHO-711-C046,OP-697,IHO-711,11/08/2025,46,60,16.320,""
holo,RHO-OP-697-C047,RHO-711-C047,OP-697,IHO-711,11/08/2025,47,12,4.900,""
holo,RHO-OP-697-C048,RHO-711-C048,OP-697,IHO-711,11/08/2025,48,48,19.350,""
holo,RHO-OP-697-C049,RHO-711-C049,OP-697,IHO-711,11/08/2025,49,11,4.535,""
holo,RHO-OP-697-C050,RHO-711-C050,OP-697,IHO-711,11/08/2025,50,48,19.110,""
holo,RHO-OP-697-C051,RHO-711-C051,OP-697,IHO-711,11/08/2025,51,60,17.630,""
holo,RHO-OP-697-C052,RHO-711-C052,OP-697,IHO-711,11/08/2025,52,60,16.870,""
holo,RHO-OP-698-C001,RHO-712-C001,OP-698,IHO-712,15/08/2025,1,60,16.280,""
holo,RHO-OP-698-C002,RHO-712-C002,OP-698,IHO-712,15/08/2025,2,50,15.150,""
holo,RHO-OP-699-C001,RHO-713-C001,OP-699,IHO-713,01/09/2025,1,60,17.420,""
holo,RHO-OP-699-C002,RHO-713-C002,OP-699,IHO-713,01/09/2025,2,20,5.470,""
holo,RHO-OP-699-C003,RHO-713-C003,OP-699,IHO-713,01/09/2025,3,21,5.558,""
holo,RHO-OP-699-C004,RHO-713-C004,OP-699,IHO-713,01/09/2025,4,60,16.790,""
holo,RHO-OP-699-C005,RHO-713-C005,OP-699,IHO-713,01/09/2025,5,60,17.400,""
holo,RHO-OP-699-C006,RHO-713-C006,OP-699,IHO-713,01/09/2025,6,60,15.690,""
holo,RHO-OP-699-C007,RHO-713-C007,OP-699,IHO-713,01/09/2025,7,52,15.986,""
holo,RHO-OP-699-C008,RHO-713-C008,OP-699,IHO-713,01/09/2025,8,60,17.180,""
holo,RHO-OP-699-C009,RHO-713-C009,OP-699,IHO-713,01/09/2025,9,60,17.660,""
holo,RHO-OP-699-C010,RHO-713-C010,OP-699,IHO-713,01/09/2025,10,60,16.540,""
holo,RHO-OP-699-C011,RHO-713-C011,OP-699,IHO-713,01/09/2025,11,59,17.832,""
holo,RHO-OP-699-C012,RHO-713-C012,OP-699,IHO-713,01/09/2025,12,60,17.400,""
holo,RHO-OP-699-C013,RHO-713-C013,OP-699,IHO-713,01/09/2025,13,60,16.880,""
holo,RHO-OP-699-C014,RHO-713-C014,OP-699,IHO-713,01/09/2025,14,60,17.600,""
holo,RHO-OP-699-C015,RHO-713-C015,OP-699,IHO-713,01/09/2025,15,60,17.150,""
holo,RHO-OP-699-C016,RHO-713-C016,OP-699,IHO-713,01/09/2025,16,60,17.800,""
holo,RHO-OP-699-C017,RHO-713-C017,OP-699,IHO-713,01/09/2025,17,60,15.180,""
holo,RHO-OP-699-C018,RHO-713-C018,OP-699,IHO-713,01/09/2025,18,60,17.120,""
holo,RHO-OP-699-C019,RHO-713-C019,OP-699,IHO-713,01/09/2025,19,60,17.660,""
holo,RHO-OP-699-C020,RHO-713-C020,OP-699,IHO-713,01/09/2025,20,59,17.582,""
holo,RHO-OP-699-C021,RHO-713-C021,OP-699,IHO-713,01/09/2025,21,60,17.680,""
holo,RHO-OP-699-C022,RHO-713-C022,OP-699,IHO-713,01/09/2025,22,60,17.930,""
holo,RHO-OP-699-C023,RHO-713-C023,OP-699,IHO-713,01/09/2025,23,60,17.840,""
holo,RHO-OP-699-C024,RHO-713-C024,OP-699,IHO-713,01/09/2025,24,40,11.810,""
holo,RHO-OP-699-C025,RHO-713-C025,OP-699,IHO-713,01/09/2025,25,60,17.610,""
holo,RHO-OP-699-C026,RHO-713-C026,OP-699,IHO-713,01/09/2025,26,60,17.410,""
holo,RHO-OP-699-C027,RHO-713-C027,OP-699,IHO-713,01/09/2025,27,60,17.750,""
holo,RHO-OP-699-C028,RHO-713-C028,OP-699,IHO-713,01/09/2025,28,58,13.094,""
holo,RHO-OP-699-C029,RHO-713-C029,OP-699,IHO-713,01/09/2025,29,60,17.930,""
holo,RHO-OP-699-C030,RHO-713-C030,OP-699,IHO-713,01/09/2025,30,60,17.270,""
holo,RHO-OP-699-C031,RHO-713-C031,OP-699,IHO-713,01/09/2025,31,60,17.930,""
holo,RHO-OP-699-C032,RHO-713-C032,OP-699,IHO-713,01/09/2025,32,60,17.390,""
holo,RHO-OP-699-C033,RHO-713-C033,OP-699,IHO-713,01/09/2025,33,9,0.972,""
holo,RHO-OP-699-C034,RHO-713-C034,OP-699,IHO-713,01/09/2025,34,60,17.600,""
holo,RHO-OP-699-C035,RHO-713-C035,OP-699,IHO-713,01/09/2025,35,60,17.470,""
holo,RHO-OP-699-C036,RHO-713-C036,OP-699,IHO-713,01/09/2025,36,60,17.630,""
holo,RHO-OP-699-C037,RHO-713-C037,OP-699,IHO-713,01/09/2025,37,60,17.590,""
holo,RHO-OP-699-C038,RHO-713-C038,OP-699,IHO-713,01/09/2025,38,60,17.940,""
holo,RHO-OP-699-C039,RHO-713-C039,OP-699,IHO-713,01/09/2025,39,59,17.352,""
holo,RHO-OP-699-C040,RHO-713-C040,OP-699,IHO-713,01/09/2025,40,50,14.830,""
holo,RHO-OP-699-C041,RHO-713-C041,OP-699,IHO-713,01/09/2025,41,60,17.970,""
holo,RHO-OP-699-C042,RHO-713-C042,OP-699,IHO-713,01/09/2025,42,59,16.972,""
holo,RHO-OP-699-C043,RHO-713-C043,OP-699,IHO-713,01/09/2025,43,50,14.840,""
holo,RHO-OP-699-C044,RHO-713-C044,OP-699,IHO-713,01/09/2025,44,60,16.970,""
holo,RHO-OP-699-C045,RHO-713-C045,OP-699,IHO-713,01/09/2025,45,60,16.560,""
holo,RHO-OP-699-C046,RHO-713-C046,OP-699,IHO-713,01/09/2025,46,60,17.840,""
holo,RHO-OP-699-C047,RHO-713-C047,OP-699,IHO-713,01/09/2025,47,60,17.500,""
holo,RHO-OP-699-C048,RHO-713-C048,OP-699,IHO-713,01/09/2025,48,60,17.990,""
holo,RHO-OP-699-C049,RHO-713-C049,OP-699,IHO-713,01/09/2025,49,60,16.480,""
holo,RHO-OP-699-C050,RHO-713-C050,OP-699,IHO-713,01/09/2025,50,59,17.612,""
holo,RHO-OP-699-C051,RHO-713-C051,OP-699,IHO-713,01/09/2025,51,50,14.450,""
holo,RHO-OP-699-C052,RHO-713-C052,OP-699,IHO-713,01/09/2025,52,60,17.400,""
holo,RHO-OP-699-C053,RHO-713-C053,OP-699,IHO-713,01/09/2025,53,60,17.600,""
holo,RHO-OP-699-C054,RHO-713-C054,OP-699,IHO-713,01/09/2025,54,60,17.510,""
holo,RHO-OP-699-C055,RHO-713-C055,OP-699,IHO-713,01/09/2025,55,60,17.430,""
holo,RHO-OP-699-C056,RHO-713-C056,OP-699,IHO-713,01/09/2025,56,50,14.910,""
holo,RHO-OP-699-C057,RHO-713-C057,OP-699,IHO-713,01/09/2025,57,59,17.302,""
holo,RHO-OP-700-C001,RHO-714-C001,OP-700,IHO-714,16/09/2025,1,60,15.860,""
holo,RHO-OP-700-C002,RHO-714-C002,OP-700,IHO-714,16/09/2025,2,20,2.790,""
holo,RHO-OP-700-C003,RHO-714-C003,OP-700,IHO-714,16/09/2025,3,60,17.600,""
holo,RHO-OP-700-C004,RHO-714-C004,OP-700,IHO-714,16/09/2025,4,60,17.420,""
holo,RHO-OP-700-C005,RHO-714-C005,OP-700,IHO-714,16/09/2025,5,60,17.290,""
holo,RHO-OP-700-C006,RHO-714-C006,OP-700,IHO-714,16/09/2025,6,59,16.752,""
holo,RHO-OP-700-C007,RHO-714-C007,OP-700,IHO-714,16/09/2025,7,59,17.062,""
holo,RHO-OP-700-C008,RHO-714-C008,OP-700,IHO-714,16/09/2025,8,60,17.120,""
holo,RHO-OP-700-C009,RHO-714-C009,OP-700,IHO-714,16/09/2025,9,59,16.262,""
holo,RHO-OP-700-C010,RHO-714-C010,OP-700,IHO-714,16/09/2025,10,50,14.320,""
holo,RHO-OP-700-C011,RHO-714-C011,OP-700,IHO-714,16/09/2025,11,60,16.880,""
